trade_key,variant,model_requested,model_returned,reasoning_effort,snapshot_sha256,prompt_sha256,request_timestamp,response_id,verdict,confidence,setup_class,reason_codes,risk_flags,summary,token_usage,error
EX_EN_1784376441,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,849544465c1d67559198f43e63f22fe544056630d87abc7332cee3f1ea085c19,b334a49c5fd175ddbb34de97766a6010241ab4469f2bb03855d486f03010e537,2026-09-24T18:30:44.293477+00:00,resp_0c3a212a5c9bd6c3016ab56c547e9487d2bd984ed5ca4658eb,SUPPORT,0.7,LONG_MOMENTUM_CONTINUATION_WITH_OVERHEAD_LIQUIDITY,"[""POSITIVE_PEAK_ORDER_FLOW"",""PRICE_ABOVE_SIGNAL_VWAP_AND_POC"",""SHORT_HORIZON_UPWARD_MOMENTUM"",""EXPANSION_UP_STRUCTURE_ALIGNMENT"",""ENTRY_IMPROVED_VERSUS_SIGNAL"",""STOP_POSITIONED_BELOW_NEARBY_SUPPORT_LIQUIDITY"",""POSITIVE_INITIAL_REWARD_TO_RISK""]","[""ENTRY_NEAR_SHORT_AND_DAILY_RANGE_HIGHS"",""OVERHEAD_LIQUIDITY_BEFORE_TP1"",""SIGNIFICANT_RESISTANCE_INTERSECTS_TP2_PATH"",""TP1_REWARD_ONLY_1_31R"",""ONE_DAY_PRICE_UP_WITH_NEGATIVE_DELTA_AND_OPEN_INTEREST"",""PARTIAL_RECONSTRUCTED_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""DEGRADED_LONG_HORIZON_DATA""]","SUPPORT: The long had positive PEAK flow evidence, price above signal VWAP and POC, aligned short-horizon momentum, and a materially improved actual entry. Initial geometry was acceptable at 1.31R to TP1 and 2.47R to TP2, with the stop just below nearby support/liquidity structure. Quality is tempered by an extended entry near local highs, overhead liquidity before TP1, significant resistance obstructing TP2, one-day price/order-flow divergence, and the partial reconstructed snapshot.","{""input_tokens"":7273,""input_tokens_details"":{""cache_write_tokens"":7270,""cached_tokens"":0},""output_tokens"":755,""output_tokens_details"":{""reasoning_tokens"":434},""total_tokens"":8028}",
EX_EN_1785025567,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,3f2221a9e1c60889c000e684062d748050d6410c4da5eab67d3c617713820673,2a425f2acc9d365d2ff07d99f208a9feb43654eb8d2477248749ceefb35f792a,2026-09-24T18:30:56.932622+00:00,resp_0bb87b2e5ecc9699016ab56c61424487d2a0960ea57a4feaf8,SUPPORT,0.67,LONG_LOCAL_MOMENTUM_FROM_COMPRESSION,"[""LONG_SIGNAL_CONFIRMED_BY_POSITIVE_DELTA_AND_IMBALANCE"",""LOCAL_5M_TO_240M_PRICE_MOMENTUM_POSITIVE"",""PRICE_ABOVE_LOCAL_VWAP"",""COMPRESSION_ABOVE_SUPPORT_WITH_UP_BIAS"",""ACTUAL_ENTRY_IMPROVED_VERSUS_QUOTE_ADJUSTED_SIGNAL_PRICE"",""TP2_REWARD_RISK_ABOVE_2R"",""QUALIFIED_RESISTANCE_LIES_BEYOND_BOTH_TARGETS""]","[""TP1_REWARD_RISK_ONLY_1.14R"",""ENTRY_NEAR_SHORT_TERM_AND_1D_RANGE_HIGHS"",""LOCAL_PRICE_ADVANCE_ACCOMPANIED_BY_DECLINING_OPEN_INTEREST"",""3D_DISTRIBUTION_PRESSURE_AND_7D_MIXED_CONTEXT"",""HIGH_CONFIDENCE_SUPPORT_IS_FAR_BELOW_INITIAL_STOP"",""TARGET_PATH_OVERLAPS_RECOVERED_DEGRADED_SIGNIFICANT_ZONES"",""PARTIAL_RECONSTRUCTED_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""MARKET_DATA_PRECEDES_OBSERVED_FILL_BY_APPROXIMATELY_15_SECONDS"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","SUPPORT the executed long with moderate confidence. Positive short-horizon price action and buy delta, price above local VWAP, an upward compression bias, a slightly improved fill, and no qualified resistance before TP2 provide directional edge. The edge is constrained by entry near local highs, falling short-term open interest, conflicting 3d/7d context, weak TP1 geometry, distant high-confidence support, and reconstructed/degraded evidence.","{""input_tokens"":6672,""input_tokens_details"":{""cache_write_tokens"":6669,""cached_tokens"":0},""output_tokens"":887,""output_tokens_details"":{""reasoning_tokens"":516},""total_tokens"":7559}",
EX_EN_1785025567,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,3f2221a9e1c60889c000e684062d748050d6410c4da5eab67d3c617713820673,5a22688986c6ebe8ae80e3b570284e6f680a90773e139cae455a93c6417b1681,2026-09-24T18:31:09.099140+00:00,resp_072616220b8c25ce016ab56c6d497487d2b1d2b7bd564e0523,UNCLEAR,0.78,noisy_peak,"[""LONG_ALIGNS_WITH_POSITIVE_5M_TO_240M_DELTA"",""ENTRY_AND_MARKET_ABOVE_LOCAL_VWAPS"",""SIGNAL_IMBALANCE_FAVORS_BUYERS"",""ENTRY_IMPROVED_VERSUS_SIGNAL_PRICE"",""BROAD_3D_7D_TREND_AND_VWAP_CONFLICT_WITH_LONG"",""LOCAL_OPEN_INTEREST_DECLINES_DURING_PRICE_ADVANCE"",""ENTRY_NEAR_60M_240M_AND_1D_RANGE_HIGHS"",""ZONE_GEOMETRY_MIXED_AND_PARTLY_DEGRADED""]","[""LATE_CHASE_RISK_NEAR_LOCAL_EXTREMA"",""BROAD_DISTRIBUTION_CONTEXT"",""SHORT_COVERING_RISK_FROM_FALLING_LOCAL_OI"",""TP1_REWARD_RISK_ONLY_1.14R"",""TARGET_PATH_INTERSECTS_SIGNIFICANT_MIXED_ZONES"",""POC_UNAVAILABLE_IN_CANONICAL_MARKET_HORIZONS"",""RECONSTRUCTED_PARTIAL_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE""]","The long has fresh local buy flow, favorable signal imbalance, and an actual fill below the signal price, but it was entered near the 60m, 240m, and 1d highs. Falling local open interest weakens continuation quality, while the 3d/7d price and VWAP context remains adverse. Mixed degraded zones and reconstructed timing prevent a reliable directional edge.","{""input_tokens"":6901,""input_tokens_details"":{""cache_write_tokens"":6898,""cached_tokens"":0},""output_tokens"":575,""output_tokens_details"":{""reasoning_tokens"":243},""total_tokens"":7476}",
EX_EN_1785025567,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,3f2221a9e1c60889c000e684062d748050d6410c4da5eab67d3c617713820673,971dcae5f35c5d7cc532ef06ba16603891b703e8f253466ef71dd0796bd5af5e,2026-09-24T18:31:18.558032+00:00,resp_06c73edc1b60b8de016ab56c76d19487d2bb3950f7d13cbc55,SUPPORT,0.74,LOCAL_MOMENTUM_LONG_WITH_BROAD_CONTEXT_CONFLICT,"[""PEAK_BUY_FLOW_SIGNAL"",""POSITIVE_LOCAL_DELTA_AND_IMBALANCE"",""SHORT_HORIZON_PRICE_ABOVE_VWAP"",""SHORT_HORIZON_UPWARD_MOMENTUM"",""ENTRY_IMPROVED_VERSUS_CONVERTED_SIGNAL_PRICE"",""TP2_REWARD_RISK_ABOVE_2R"",""TARGETS_BELOW_NEAREST_QUALIFIED_RESISTANCE"",""STOP_ALIGNED_NEAR_240M_STRUCTURAL_LOW""]","[""TP1_REWARD_RISK_ONLY_1_14R"",""ENTRY_NEAR_SHORT_HORIZON_RANGE_HIGHS"",""SHORT_HORIZON_OPEN_INTEREST_DECLINING"",""NEGATIVE_1D_DELTA_DIVERGENCE"",""3D_7D_CONTEXT_CONFLICTS_WITH_LONG"",""STOP_CLOSE_TO_DOWNSIDE_LIQUIDITY"",""OVERLAPPING_DEGRADED_SIGNIFICANT_ZONES"",""PARTIAL_RECONSTRUCTED_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE""]","SUPPORT: The long had coherent PEAK buy-flow evidence, positive 5m-60m momentum and delta, prices above local VWAPs, and a slightly improved actual entry. Initial geometry was acceptable: TP2 offered 2.21R and both targets remained below qualified resistance, while the stop sat near the 240m low. Quality is reduced by a marginal 1.14R TP1, entry near local range highs, falling short-term open interest, negative 1d delta, weaker 3d/7d context, nearby downside liquidity, and reconstructed/degraded evidence.","{""input_tokens"":6650,""input_tokens_details"":{""cache_write_tokens"":6647,""cached_tokens"":0},""output_tokens"":721,""output_tokens_details"":{""reasoning_tokens"":355},""total_tokens"":7371}",
EX_EN_1785961338,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,424059c0465c636cc0acc2d50fc6f791b3b280d2b254fdc9a609b54a5f843659,be1abda5348c58cc8287cd7902969deff0bfb701cae8371da01aafab1cdac8fd,2026-09-24T18:31:28.531561+00:00,resp_067e34e0ed397cfa016ab56c80b9a487d28c81bd86c4c82ee1,REJECT,0.78,MOMENTUM_LONG_INTO_MAJOR_RESISTANCE,"[""LONG_MOMENTUM_ALIGNED"",""POSITIVE_DELTA_AND_IMBALANCE"",""PRICE_ABOVE_MULTI_HORIZON_VWAP"",""ENTRY_NEAR_RANGE_HIGHS"",""MAJOR_RESISTANCE_ONLY_0_14R_ABOVE_ENTRY"",""BOTH_TARGETS_INSIDE_MAJOR_RESISTANCE"",""PRICE_RISE_WITH_DECLINING_SHORT_TERM_OPEN_INTEREST"",""EXECUTION_CLOSE_TO_CONVERTED_SIGNAL_PRICE"",""INITIAL_RR_APPROX_1R_TO_TP1_2R_TO_TP2""]","[""LATE_ENTRY_IN_UP_EXPANSION"",""RESISTANCE_BLOCKS_REWARD_PATH"",""POSSIBLE_SHORT_COVERING_RATHER_THAN_FRESH_LONG_BUILDUP"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""RECONSTRUCTED_PARTIAL_SNAPSHOT"",""RECOVERED_DEGRADED_30D_DATA"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","The long aligns with broad upward expansion, positive DeltaScout flow, and prices above VWAP, while execution was effectively at the converted signal price. However, the actual entry was already near the top of the 1d and 3d ranges, with high-confidence major resistance beginning only about $64.87 above entry (0.14R). Both targets lie inside that resistance, and short-term open interest fell as price rose, weakening evidence of fresh long participation. The acceptable 1R/2R geometry does not offset the obstructed reward path, so the executed entry is rejected.","{""input_tokens"":6280,""input_tokens_details"":{""cache_write_tokens"":6277,""cached_tokens"":0},""output_tokens"":587,""output_tokens_details"":{""reasoning_tokens"":236},""total_tokens"":6867}",
EX_EN_1785961338,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,424059c0465c636cc0acc2d50fc6f791b3b280d2b254fdc9a609b54a5f843659,3b685e3a6befb7aca62cbb27ad587f77294fb1020cd5865e9995e25c4ae927a1,2026-09-24T18:31:36.187541+00:00,resp_0752bd432b663b14016ab56c885f4487d2ad31d0961286d726,REJECT,0.91,exhaustion,"[""long_entry_immediately_below_major_resistance"",""both_targets_intersect_high_confidence_resistance"",""entry_stretched_near_1d_and_3d_range_highs"",""price_extended_above_broad_horizon_vwaps"",""declining_open_interest_weakens_continuation_quality"",""local_buy_flow_supportive_but_insufficient""]","[""late_chase"",""major_resistance_0.14R_above_entry"",""3d_range_position_0.975"",""1d_range_position_0.942"",""price_rise_with_falling_open_interest"",""partial_reconstructed_snapshot"",""poc_unavailable_for_market_horizons""]","Reject the long entry. Positive delta, imbalance, and local VWAP alignment favor the side, but the fill occurred only about 0.14R below high-confidence significant resistance, with both targets requiring continuation through that zone. The market was already near the 1d and 3d highs and materially above broad VWAPs, while open interest declined, making this a late, short-covering-like chase with poor continuation geometry.","{""input_tokens"":6509,""input_tokens_details"":{""cache_write_tokens"":6506,""cached_tokens"":0},""output_tokens"":461,""output_tokens_details"":{""reasoning_tokens"":204},""total_tokens"":6970}",
EX_EN_1785961338,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,424059c0465c636cc0acc2d50fc6f791b3b280d2b254fdc9a609b54a5f843659,99b88e37d29e666b9458de6a391cf9fe250b6a919817de91b0d15e2fb586cb67,2026-09-24T18:31:44.055634+00:00,resp_0b5709d79ce80b6e016ab56c903ff087d2897f6ded4ff0847d,REJECT,0.78,late momentum long into major resistance,"[""LONG_ALIGNED_WITH_UP_EXPANSION"",""POSITIVE_DELTA_AND_PRICE_ABOVE_VWAP"",""ENTRY_NEAR_MULTI_HORIZON_HIGHS"",""HIGH_CONFIDENCE_RESISTANCE_BEGINS_AT_0_14R"",""BOTH_TARGET_PATHS_INTERSECT_MAJOR_RESISTANCE"",""PRICE_RISE_WITH_DECLINING_SHORT_HORIZON_OI"",""TP1_REWARD_ONLY_APPROXIMATELY_1R""]","[""LATE_MOMENTUM_ENTRY"",""SHORT_COVERING_RISK"",""LIMITED_CLEAR_AIR_TO_TARGETS"",""STOP_WITHIN_BROAD_SUPPORT_REGION"",""PARTIAL_RECONSTRUCTED_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""DEGRADED_LONG_HORIZON_DATA"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","REJECT the initial setup quality. The long was directionally aligned with strong upward structure, positive delta, and prices above VWAP, and the executed entry closely matched the converted signal price. However, entry occurred near the top of the 1d and 3d ranges, with high-confidence raw resistance beginning only about 0.14R above entry and covering the paths to both targets. Falling open interest during the short-horizon advance also suggests short-covering rather than clearly durable participation. With TP1 offering only about 1R before accounting for the obstructed path, the continuation evidence does not adequately compensate for the location and geometry risks. Confidence is moderated by the reconstructed, partial snapshot and degraded long-horizon data.","{""input_tokens"":6258,""input_tokens_details"":{""cache_write_tokens"":6255,""cached_tokens"":0},""output_tokens"":870,""output_tokens_details"":{""reasoning_tokens"":516},""total_tokens"":7128}",
EX_EN_1786107369,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,f65cf3b24299ab4886db0f6e422f0c0d782828ddbd1a692b81e2630de807b189,c96014970743787c0e2ee139831ce13218f47b7bbc8f03af9285f52cf3b43ed8,2026-09-24T18:31:54.591822+00:00,resp_03730c91b230ee48016ab56c9acd6487d2956d1ada6182a38b,SUPPORT,0.74,LONG_EXPANSION_CONTINUATION,"[""LONG_ALIGNS_WITH_EXPANSION_UP_REGIME"",""POSITIVE_SIGNAL_DELTA_AND_IMBALANCE"",""MULTI_HORIZON_PRICE_MOMENTUM_UP"",""ENTRY_ABOVE_SHORT_AND_MEDIUM_HORIZON_VWAP"",""ACTUAL_ENTRY_IMPROVED_VERSUS_CONVERTED_SIGNAL_PRICE"",""INITIAL_GEOMETRY_POSITIVE_WITH_TP1_1_20R_AND_TP2_2_30R"",""STOP_POSITIONED_BELOW_NEAREST_QUALIFIED_SUPPORT_EDGE""]","[""ENTRY_NEAR_3D_AND_7D_RANGE_HIGHS"",""PRICE_EXTENDED_ABOVE_BROAD_HORIZON_VWAP"",""TARGET_PATH_CROSSES_BROAD_SIGNIFICANT_ZONES"",""SHORT_HORIZON_OPEN_INTEREST_DECLINE_MAY_INDICATE_SHORT_COVERING"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""RECONSTRUCTED_PARTIAL_SNAPSHOT_WITH_DEGRADED_DATA"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","The executed long has a directional edge: the market and structure classifiers are EXPANSION_UP, momentum and delta are positive across relevant horizons, and the fill improved on the converted signal price. Initial reward/risk is acceptable at 1.20R to TP1 and 2.30R to TP2, with the stop below the nearest support boundary. Confidence is moderated because entry occurred near multi-day highs, well above broad VWAPs, with targets inside broad significant zones and reconstructed/degraded evidence.","{""input_tokens"":6118,""input_tokens_details"":{""cache_write_tokens"":6115,""cached_tokens"":0},""output_tokens"":630,""output_tokens_details"":{""reasoning_tokens"":283},""total_tokens"":6748}",
EX_EN_1786107369,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,f65cf3b24299ab4886db0f6e422f0c0d782828ddbd1a692b81e2630de807b189,2a5b799719ac395364d60f0ac8d07ce835dc3d704feb0cf1e57f75b2b3f99c84,2026-09-24T18:32:04.963094+00:00,resp_06763f892b9d701c016ab56ca5347087d2be67a9ce6eb82ec1,REJECT,0.78,exhaustion,"[""long_entry_extremely_stretched_near_3d_7d_highs"",""entry_far_above_signal_vwap_and_poc"",""limited_tp1_reward_relative_to_stop_risk"",""fresh_positive_delta_and_expansion_up_support_direction"",""fill_improved_versus_signal_but_not_enough_to_remove_chase_risk""]","[""late_chase_at_multi_horizon_extrema"",""entry_and_targets_inside_broad_significant_zone"",""stop_near_support_and_active_swing_low_liquidity"",""broad_open_interest_confirmation_mixed"",""reconstructed_partial_snapshot"",""poc_unavailable_on_canonical_horizons""]","Reject the executed long despite positive delta and an expansion-up regime. The fill remained very close to the 3d and 7d highs and materially above the signal VWAP/POC, making it a late continuation chase. TP1 offers only about 1.20R, while broad overlapping zone geometry and stop-adjacent liquidity further weaken entry quality.","{""input_tokens"":6347,""input_tokens_details"":{""cache_write_tokens"":6344,""cached_tokens"":0},""output_tokens"":660,""output_tokens_details"":{""reasoning_tokens"":422},""total_tokens"":7007}",
EX_EN_1786107369,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,f65cf3b24299ab4886db0f6e422f0c0d782828ddbd1a692b81e2630de807b189,bc99f53150463278dd11ff2276dbbead4a820e57dad3ef12556cd82a144e8cdc,2026-09-24T18:32:14.889401+00:00,resp_052aea58cac52aee016ab56caf137487d28ad995195a5824ed,SUPPORT,0.74,LONG_MOMENTUM_CONTINUATION_WITH_ELEVATED_CHASE_RISK,"[""LONG_ALIGNED_WITH_EXPANSION_UP_REGIME"",""POSITIVE_DELTA_AND_BUY_IMBALANCE_SUPPORT_SIGNAL"",""ENTRY_IMPROVED_VERSUS_SIGNAL_PRICE"",""INITIAL_GEOMETRY_OFFERS_1_20R_TP1_AND_2_30R_TP2"",""STOP_PLACED_BELOW_NEAREST_SIGNIFICANT_SUPPORT_BOUNDARY"",""PRICE_ABOVE_VWAP_ACROSS_MULTIPLE_HORIZONS""]","[""ENTRY_NEAR_MULTI_HORIZON_RANGE_HIGHS"",""PRICE_EXTENDED_ABOVE_SIGNAL_VWAP_AND_POC"",""MIXED_OPEN_INTEREST_WEAKENS_CONTINUATION_CONFIRMATION"",""STOP_ADJACENT_TO_ACTIVE_M15_SWING_LOW_LIQUIDITY"",""BROAD_SIGNIFICANT_ZONE_OVERLAPS_ENTRY_AND_TARGET_PATH"",""RECONSTRUCTED_PARTIAL_SNAPSHOT_WITH_DEGRADED_LONG_HORIZON_DATA"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE""]","Supportable long continuation setup: the fill improved on the signal price, positive order-flow evidence and broad expansion-up structure aligned with the trade, and the initial stop/target geometry was coherent at approximately 1.20R to TP1 and 2.30R to TP2. Quality is moderated by entry near recent range highs, substantial extension above VWAP/POC, mixed open-interest behavior, nearby stop-side liquidity, overlapping broad zones, and partial reconstructed data.","{""input_tokens"":6096,""input_tokens_details"":{""cache_write_tokens"":6093,""cached_tokens"":0},""output_tokens"":714,""output_tokens_details"":{""reasoning_tokens"":375},""total_tokens"":6810}",
EX_EN_1786131443,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,3bf68edb3bda058ee61360ec7d2117a1a97589cbb2476c6dde086a246543336d,b4042efb5bc8003a20866531938706f22247aa36873b50c65e3af8c2d1c300f0,2026-09-24T18:32:24.612282+00:00,resp_0051d4d042565405016ab56cb8e6a087d29bb59b392700d263,REJECT,0.76,LONG_MOMENTUM_ENTRY_INTO_RESISTANCE,"[""ENTRY_AT_HIGH_CONFIDENCE_RESISTANCE"",""BOTH_TARGET_PATHS_INTERSECT_RESISTANCE"",""OVERHEAD_DOUBLE_TOP_LIQUIDITY_BEFORE_TP1"",""STOP_NOT_BEYOND_QUALIFIED_SUPPORT"",""DECLINING_SHORT_TERM_OPEN_INTEREST"",""POSITIVE_MOMENTUM_AND_BUY_IMBALANCE_CONFLICT""]","[""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""HISTORICAL_RECONSTRUCTION_PARTIAL"",""RECOVERED_DEGRADED_DATA_PRESENT"",""MARKET_CUTOFF_PRECEDES_OBSERVED_FILL_TIME"",""USDT_TO_USDC_CONVERSION_APPROXIMATE"",""POC_UNAVAILABLE_IN_MARKET_HORIZONS""]","REJECT the executed long entry. Positive DeltaScout imbalance, broad positive delta, above-VWAP trading, and an accumulation/compression-up regime support the direction, but the actual fill sits at the lower boundary of high-confidence resistance. Both targets traverse that resistance, with active swing-high and high-confidence double-top liquidity around 0.63R before TP1. The 1R stop is above the nearest qualified support and close to lower liquidity, while short-term open interest is falling as price rises. These execution-geometry headwinds outweigh the momentum evidence; confidence is moderated by the reconstructed, partially degraded snapshot and missing exact assessment cutoff.","{""input_tokens"":6577,""input_tokens_details"":{""cache_write_tokens"":6574,""cached_tokens"":0},""output_tokens"":702,""output_tokens_details"":{""reasoning_tokens"":387},""total_tokens"":7279}",
EX_EN_1786131443,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,3bf68edb3bda058ee61360ec7d2117a1a97589cbb2476c6dde086a246543336d,ce142e3e3ff0cc6e3902dc5f8e2369207b7ab77d15cb5200c5a4d7c0ddd8ace5,2026-09-24T18:32:37.080737+00:00,resp_091af35eeaedea66016ab56cc551a087d29c847010d77c6b02,REJECT,0.86,exhaustion,"[""late_long_near_60m_high"",""entry_inside_high_confidence_resistance"",""tp_path_blocked_by_double_top_liquidity"",""tp1_beyond_observed_1d_3d_high"",""rising_price_with_falling_short_term_open_interest"",""bullish_delta_and_imbalance_insufficient_to_offset_geometry"",""price_above_signal_and_canonical_vwaps""]","[""60m_range_position_0.946"",""240m_range_position_0.877"",""7d_range_position_0.880"",""significant_resistance_spans_entry_through_targets"",""signal_poc_65230_overhead"",""high_confidence_liquidity_at_65284_65349"",""strong_support_below_initial_stop"",""partial_reconstructed_snapshot"",""exact_assessment_cutoff_unavailable"",""canonical_poc_unavailable""]","Reject the long entry. Bullish delta, imbalance, and above-VWAP pricing support local momentum, but the fill is a late chase near short- and medium-horizon highs while already inside significant resistance. Overhead POC and double-top liquidity obstruct TP1, which also requires clearing the observed 1d/3d high. Falling short-term open interest weakens continuation quality, and the stop sits above stronger support, producing unfavorable geometry.","{""input_tokens"":6806,""input_tokens_details"":{""cache_write_tokens"":6803,""cached_tokens"":0},""output_tokens"":736,""output_tokens_details"":{""reasoning_tokens"":440},""total_tokens"":7542}",
EX_EN_1786131443,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,3bf68edb3bda058ee61360ec7d2117a1a97589cbb2476c6dde086a246543336d,67c6414d475355ca827c7b4c67ea0fc31934d2cfc564995d550d57235ee87e63,2026-09-24T18:32:47.325383+00:00,resp_09b1165435ca0203016ab56ccf882887d2b58c05e64af7e9c4,SUPPORT,0.64,BULLISH_BREAKOUT_CONTINUATION_AT_RESISTANCE,"[""BULLISH_PEAK_ORDER_FLOW"",""MULTI_HORIZON_PRICE_ABOVE_VWAP"",""SHORT_TERM_UPWARD_MOMENTUM"",""BROAD_MARKET_BIAS_ALIGNED_LONG"",""CLEAN_1R_2R_INITIAL_GEOMETRY"",""ENTRY_EFFECTIVELY_AT_SIGNAL_PRICE"",""BREAKOUT_REQUIRED_FOR_TP1""]","[""ENTRY_INSIDE_HIGH_CONFIDENCE_RESISTANCE"",""TP1_BEYOND_RECENT_65358_HIGH"",""DOUBLE_TOP_LIQUIDITY_NEAR_0_63R"",""PRICE_NEAR_UPPER_RANGE_EXTREMES"",""PRICE_RISE_WITH_FALLING_OPEN_INTEREST"",""STOP_ABOVE_NEAREST_QUALIFIED_SUPPORT"",""PARTIAL_RECONSTRUCTED_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""DEGRADED_30D_DATA"",""POC_DISTRIBUTION_UNAVAILABLE""]","SUPPORT with moderate confidence. The long aligned with positive PEAK flow, strong short-term momentum, price above VWAP across observed horizons, and an UP/accumulation-compression backdrop. Execution was essentially at the converted signal price, with coherent 1R TP1 and 2R TP2 geometry. Quality is limited because entry occurred at the lower edge of significant resistance, with double-top liquidity around 0.63R and TP1 above the recent 65,358 high, so success required a genuine breakout. Falling open interest during rising price and a stop positioned above qualified support add fragility, while reconstruction and degraded-data limitations reduce certainty.","{""input_tokens"":6555,""input_tokens_details"":{""cache_write_tokens"":6552,""cached_tokens"":0},""output_tokens"":873,""output_tokens_details"":{""reasoning_tokens"":516},""total_tokens"":7428}",
EX_EN_1787063409,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,cbeac5b1af8648ef4a9127e355d0f20b46ce3556c0f70ec814c8e045a201bfca,451260b835d8019182d3f07bef32b4cf14d1be000b3381bc8c4d35894cbef496,2026-09-24T18:32:59.439676+00:00,resp_02bca3878377cb24016ab56cdbd8d087d2b1db9cfe194ee125,SUPPORT,0.68,LONG_MOMENTUM_CONTINUATION_AT_RANGE_EXTREME,"[""LONG_ALIGNS_WITH_HIGH_CONFIDENCE_EXPANSION_UP"",""POSITIVE_DELTA_AND_PRICE_ADVANCE_ACROSS_MULTIPLE_HORIZONS"",""ENTRY_IMPROVED_VERSUS_QUOTE_ADJUSTED_SIGNAL_PRICE"",""PRICE_ABOVE_VWAP_ACROSS_ALL_REPORTED_HORIZONS"",""ENTRY_NEAR_MULTI_HORIZON_RANGE_HIGHS"",""DECLINING_OPEN_INTEREST_ON_MOST_RELEVANT_HORIZONS"",""TP1_REWARD_RISK_ONLY_MARGINAL_AT_1.06R"",""TARGET_PATH_INTERSECTS_SIGNIFICANT_ZONES""]","[""LATE_EXTENSION_ENTRY"",""SHORT_COVERING_RISK_FROM_PRICE_UP_OI_DOWN"",""STOP_NEAR_OR_INSIDE_LOWER_LIQUIDITY_CLUSTER"",""TP1_NEAR_ONE_TO_ONE_RISK_REWARD"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""MARKET_EVIDENCE_ENDS_BEFORE_OBSERVED_FILL_TIME"",""POC_UNAVAILABLE_IN_MARKET_HORIZONS""]","SUPPORT with moderate confidence. The long follows a high-confidence expansion-up regime, strong positive delta, broad price appreciation, and closes above VWAP; the actual fill was also about $27.62 better than the quote-adjusted signal price. Entry quality is constrained by buying near the top of the 15m through 7d ranges, falling open interest across most relevant horizons, significant zones across the target path, and only 1.06R to TP1. The stop is near a concentrated liquidity area around 63930-64050, increasing sweep risk. Reconstruction and the missing exact assessment cutoff further limit confidence.","{""input_tokens"":5809,""input_tokens_details"":{""cache_write_tokens"":5806,""cached_tokens"":0},""output_tokens"":670,""output_tokens_details"":{""reasoning_tokens"":295},""total_tokens"":6479}",
